shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
08ed18d0-6b83-424e-80ed-c8e4c2e9d5f4,40.4603690183383,-86.9331714173062,57,11893.08
08ed18d0-6b83-424e-80ed-c8e4c2e9d5f4,40.460724,-86.92152,53,10897.16
08ed18d0-6b83-424e-80ed-c8e4c2e9d5f4,40.4520702631515,-86.9030166806589,40,8200.33
08ed18d0-6b83-424e-80ed-c8e4c2e9d5f4,40.460724,-86.92152,51,10740.24
09848a78-7aa2-4705-94db-a56124d24ec1,40.4459159342,-86.9366663358609,6,697.61
09848a78-7aa2-4705-94db-a56124d24ec1,40.4440236356272,-86.9396985733329,2,261.21
09848a78-7aa2-4705-94db-a56124d24ec1,40.4438412454034,-86.9382676147382,3,383.91
09848a78-7aa2-4705-94db-a56124d24ec1,40.4451769855724,-86.9420495296746,0,0
09848a78-7aa2-4705-94db-a56124d24ec1,40.4447169866989,-86.9367441199269,5,564.22
09848a78-7aa2-4705-94db-a56124d24ec1,40.4460983244239,-86.9401330912193,7,991.47
09848a78-7aa2-4705-94db-a56124d24ec1,40.4440638687649,-86.9371008537472,4,485.63
09848a78-7aa2-4705-94db-a56124d24ec1,40.4451340702256,-86.9407754803166,1,107.85
0a62f49c-8e0e-4470-b48c-30eacf7597d7,40.4259495691031,-86.9136744388148,13,2377.56
0a62f49c-8e0e-4470-b48c-30eacf7597d7,40.424095,-86.911233,10,1945.84
0a62f49c-8e0e-4470-b48c-30eacf7597d7,40.4254386082553,-86.9080002253056,8,1519.7
0a62f49c-8e0e-4470-b48c-30eacf7597d7,40.4272008196831,-86.9167402039015,0,0
0a62f49c-8e0e-4470-b48c-30eacf7597d7,40.4259549335214,-86.9146078476076,14,2456.52
0a62f49c-8e0e-4470-b48c-30eacf7597d7,40.4261681691508,-86.9085272794084,7,1427.18
0a62f49c-8e0e-4470-b48c-30eacf7597d7,40.4312858242563,-86.9155801484334,3,543.92
0a62f49c-8e0e-4470-b48c-30eacf7597d7,40.4241605355835,-86.9137133308478,11,2171.4
0a62f49c-8e0e-4470-b48c-30eacf7597d7,40.431312646348,-86.9166382799529,2,454.37
0a62f49c-8e0e-4470-b48c-30eacf7597d7,40.4304100829607,-86.913209075523,5,781.92
0a62f49c-8e0e-4470-b48c-30eacf7597d7,40.425044,-86.913678,12,2270.56
0a62f49c-8e0e-4470-b48c-30eacf7597d7,40.4239392533266,-86.9080243651881,9,1686.32
0a62f49c-8e0e-4470-b48c-30eacf7597d7,40.425319249947,-86.9149042317214,15,2531.47
0a62f49c-8e0e-4470-b48c-30eacf7597d7,40.4302129405864,-86.916647667685,1,332.17
0a62f49c-8e0e-4470-b48c-30eacf7597d7,40.43128984757,-86.9140419014717,4,674.03
0a62f49c-8e0e-4470-b48c-30eacf7597d7,40.4287323611219,-86.9114093131667,6,1057.45
0ac4ab08-d58b-4979-b790-edc89de5eb24,40.392557,-86.849441,21,3922.43
0ac4ab08-d58b-4979-b790-edc89de5eb24,40.4062071684722,-86.8380803965378,0,0
0ac4ab08-d58b-4979-b790-edc89de5eb24,40.3896498912364,-86.8400410914446,14,2758.02
0ac4ab08-d58b-4979-b790-edc89de5eb24,40.4030502082736,-86.8343977233409,5,725.7
0ac4ab08-d58b-4979-b790-edc89de5eb24,40.4039742293342,-86.8344352742693,4,622.97
0ac4ab08-d58b-4979-b790-edc89de5eb24,40.403042161646,-86.8365676305632,6,909.32
0ac4ab08-d58b-4979-b790-edc89de5eb24,40.3890933328327,-86.8387496077269,13,2632.43
0ac4ab08-d58b-4979-b790-edc89de5eb24,40.391557,-86.849444,23,4102.61
0ac4ab08-d58b-4979-b790-edc89de5eb24,40.393497,-86.848908,19,3762.15
0ac4ab08-d58b-4979-b790-edc89de5eb24,40.404807055283,-86.8353968462584,3,499.74
0ac4ab08-d58b-4979-b790-edc89de5eb24,40.3924568231378,-86.8384800457048,11,2257.36
0ac4ab08-d58b-4979-b790-edc89de5eb24,40.4008856654695,-86.8386074506407,8,1320.67
0ac4ab08-d58b-4979-b790-edc89de5eb24,40.3941694136959,-86.8484444527891,17,3626.03
0ac4ab08-d58b-4979-b790-edc89de5eb24,40.3963862595788,-86.8385108911104,10,1820.71
0ac4ab08-d58b-4979-b790-edc89de5eb24,40.3983389078581,-86.8385538064572,9,1603.7
0ac4ab08-d58b-4979-b790-edc89de5eb24,40.3895935648438,-86.8386181794774,12,2575.74
0ac4ab08-d58b-4979-b790-edc89de5eb24,40.4063117746301,-86.8344728251978,1,305.47
0ac4ab08-d58b-4979-b790-edc89de5eb24,40.391039275589,-86.8429284896212,15,3047.08
0ac4ab08-d58b-4979-b790-edc89de5eb24,40.4030341150185,-86.8386074506407,7,1081.93
0ac4ab08-d58b-4979-b790-edc89de5eb24,40.3928806121874,-86.8464126793392,16,3402.25
0ac4ab08-d58b-4979-b790-edc89de5eb24,40.4054521265896,-86.8346055945519,2,401.65
0ac4ab08-d58b-4979-b790-edc89de5eb24,40.392986,-86.848269,20,3821.48
0ac4ab08-d58b-4979-b790-edc89de5eb24,40.393811,-86.849232,18,3704.57
0ac4ab08-d58b-4979-b790-edc89de5eb24,40.392212,-86.850151,22,4018.12
0f76bf95-a289-4237-b2fd-39319c9d6b56,40.3881505363077,-86.8793394791686,21,5414.98
0f76bf95-a289-4237-b2fd-39319c9d6b56,40.3586985384642,-86.8559828016748,1,223.49
0f76bf95-a289-4237-b2fd-39319c9d6b56,40.4182569931899,-86.8918090696221,45,11296.28
0f76bf95-a289-4237-b2fd-39319c9d6b56,40.3586636697449,-86.8569416914548,2,304.78
0f76bf95-a289-4237-b2fd-39319c9d6b56,40.3595903730148,-86.8568639073887,3,407.97
