shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
56777b2a-c1dd-432e-b281-cd485e3cf3e7,40.4204483580857,-86.893071,17,4314.52
56777b2a-c1dd-432e-b281-cd485e3cf3e7,40.4163620124079,-86.8929798539269,16,3860.4
56777b2a-c1dd-432e-b281-cd485e3cf3e7,40.40848972848,-86.8928967054425,13,2985.6
56777b2a-c1dd-432e-b281-cd485e3cf3e7,40.3903365367852,-86.9039111974186,2,524.46
56777b2a-c1dd-432e-b281-cd485e3cf3e7,40.4016125441559,-86.8928269680039,9,2235.79
56777b2a-c1dd-432e-b281-cd485e3cf3e7,40.3917634720662,-86.9031682254772,3,781.02
56777b2a-c1dd-432e-b281-cd485e3cf3e7,40.4032580794846,-86.8927840526571,10,2424.72
56777b2a-c1dd-432e-b281-cd485e3cf3e7,40.413992280602,-86.8929382796847,15,3597.05
56777b2a-c1dd-432e-b281-cd485e3cf3e7,40.3989947080013,-86.8939883645766,8,1928.74
56777b2a-c1dd-432e-b281-cd485e3cf3e7,40.4063868764869,-86.8929195042205,12,2751.92
56777b2a-c1dd-432e-b281-cd485e3cf3e7,40.4196825873663,-86.8959383306467,19,4582.18
56777b2a-c1dd-432e-b281-cd485e3cf3e7,40.420452,-86.894286,18,4419.8
56777b2a-c1dd-432e-b281-cd485e3cf3e7,40.3941586848592,-86.9002969205556,4,1115.53
56777b2a-c1dd-432e-b281-cd485e3cf3e7,40.385567,-86.904553,0,0
56777b2a-c1dd-432e-b281-cd485e3cf3e7,40.3978467224745,-86.8944684800189,7,1794.86
56777b2a-c1dd-432e-b281-cd485e3cf3e7,40.4049961510298,-86.8927237029507,11,2613.99
56777b2a-c1dd-432e-b281-cd485e3cf3e7,40.4126538582238,-86.8929248686388,14,3448.32
56777b2a-c1dd-432e-b281-cd485e3cf3e7,40.396281653421,-86.8952744838759,6,1600.33
56777b2a-c1dd-432e-b281-cd485e3cf3e7,40.3886065118674,-86.9043805840242,1,324.03
56777b2a-c1dd-432e-b281-cd485e3cf3e7,40.3952718016667,-86.8967094657844,5,1436.37
5d6885b8-9101-4d0b-8606-a0b703b3ca93,40.4424880708747,-86.8726648016372,2,438.96
5d6885b8-9101-4d0b-8606-a0b703b3ca93,40.4362532756479,-86.8815134097048,7,1552.22
5d6885b8-9101-4d0b-8606-a0b703b3ca93,40.420987,-86.894883,26,4417.28
5d6885b8-9101-4d0b-8606-a0b703b3ca93,40.4217948270914,-86.8942968186317,24,4251.88
5d6885b8-9101-4d0b-8606-a0b703b3ca93,40.4218954099354,-86.8892971807299,21,3827.33
5d6885b8-9101-4d0b-8606-a0b703b3ca93,40.4397723340852,-86.8794507908494,5,1087.6
5d6885b8-9101-4d0b-8606-a0b703b3ca93,40.4257966831801,-86.8824427951838,15,2807.85
5d6885b8-9101-4d0b-8606-a0b703b3ca93,40.4256585494076,-86.886885,17,3183.77
5d6885b8-9101-4d0b-8606-a0b703b3ca93,40.4218712700529,-86.8929114575929,23,4134.38
5d6885b8-9101-4d0b-8606-a0b703b3ca93,40.4196825873663,-86.8959383306467,27,4566.33
5d6885b8-9101-4d0b-8606-a0b703b3ca93,40.4291132348247,-86.8823301423985,12,2409.94
5d6885b8-9101-4d0b-8606-a0b703b3ca93,40.4303001123846,-86.8823314835031,11,2278.8
5d6885b8-9101-4d0b-8606-a0b703b3ca93,40.4257403567875,-86.8821759153709,14,2784.42
5d6885b8-9101-4d0b-8606-a0b703b3ca93,40.4386431240227,-86.8812653053561,6,1285.83
5d6885b8-9101-4d0b-8606-a0b703b3ca93,40.4332974811374,-86.8814745176717,8,1880.68
5d6885b8-9101-4d0b-8606-a0b703b3ca93,40.4319939274784,-86.8823556233856,10,2089.82
5d6885b8-9101-4d0b-8606-a0b703b3ca93,40.4278069989566,-86.8823274601893,13,2562.97
5d6885b8-9101-4d0b-8606-a0b703b3ca93,40.4210102809078,-86.8943450983968,25,4339.15
5d6885b8-9101-4d0b-8606-a0b703b3ca93,40.4418443406728,-86.8744699284118,3,607.55
5d6885b8-9101-4d0b-8606-a0b703b3ca93,40.4405461514322,-86.8775651977995,4,906.43
5d6885b8-9101-4d0b-8606-a0b703b3ca93,40.4435234036161,-86.8696567040477,1,159.77
5d6885b8-9101-4d0b-8606-a0b703b3ca93,40.4420857394985,-86.869629881956,0,0
5d6885b8-9101-4d0b-8606-a0b703b3ca93,40.4321749765977,-86.8814450133708,9,2013.02
5d6885b8-9101-4d0b-8606-a0b703b3ca93,40.4247439160791,-86.8869757286892,18,3285.33
5d6885b8-9101-4d0b-8606-a0b703b3ca93,40.4228060199503,-86.8869609765387,19,3508.49
5d6885b8-9101-4d0b-8606-a0b703b3ca93,40.4218793166804,-86.8906181687485,22,3931.05
5d6885b8-9101-4d0b-8606-a0b703b3ca93,40.4257349923691,-86.8845188250851,16,2983.59
5d6885b8-9101-4d0b-8606-a0b703b3ca93,40.4218980921446,-86.8869542710158,20,3612.37
5ec31b60-efcb-496f-b6d8-8419fe752ead,40.4177540789696,-86.8392565452609,19,5127.31
5ec31b60-efcb-496f-b6d8-8419fe752ead,40.4176803182173,-86.8498673647563,22,6024.23
5ec31b60-efcb-496f-b6d8-8419fe752ead,40.417798335421,-86.8245915665979,15,3972.67
5ec31b60-efcb-496f-b6d8-8419fe752ead,40.3991650282839,-86.8095886295789,4,656.12
5ec31b60-efcb-496f-b6d8-8419fe752ead,40.4113570100878,-86.8099051302615,6,1968.36
5ec31b60-efcb-496f-b6d8-8419fe752ead,40.4033479334919,-86.8096865302137,5,1078.2
5ec31b60-efcb-496f-b6d8-8419fe752ead,40.4249477639763,-86.8606806910444,30,7722.63
5ec31b60-efcb-496f-b6d8-8419fe752ead,40.4178519796045,-86.8294825750281,16,4297.11
5ec31b60-efcb-496f-b6d8-8419fe752ead,40.4247707381708,-86.8503541857215,27,6861.93
5ec31b60-efcb-496f-b6d8-8419fe752ead,40.4209861410252,-86.8930938478168,60,13400.07
5ec31b60-efcb-496f-b6d8-8419fe752ead,40.4146990427195,-86.8607075131361,36,8863.36
5ec31b60-efcb-496f-b6d8-8419fe752ead,40.4200580966507,-86.8863346806964,56,12741.99
5ec31b60-efcb-496f-b6d8-8419fe752ead,40.4249544694993,-86.8592752134368,29,7605.92
5ec31b60-efcb-496f-b6d8-8419fe752ead,40.4196825873663,-86.8959383306467,62,13722.94
5ec31b60-efcb-496f-b6d8-8419fe752ead,40.4101996368289,-86.8626856424025,39,9550.38
5ec31b60-efcb-496f-b6d8-8419fe752ead,40.4200527322324,-86.8928752477691,59,13294.71
5ec31b60-efcb-496f-b6d8-8419fe752ead,40.4130763061688,-86.8687434118237,43,10355.88
5ec31b60-efcb-496f-b6d8-8419fe752ead,40.4209861410252,-86.8949164089511,61,13554.25
5ec31b60-efcb-496f-b6d8-8419fe752ead,40.4145582267379,-86.8673929195042,45,10647.14
5ec31b60-efcb-496f-b6d8-8419fe752ead,40.4193298768598,-86.8789398300016,53,12108.66
5ec31b60-efcb-496f-b6d8-8419fe752ead,40.4188792657184,-86.8774592505371,52,11968.94
5ec31b60-efcb-496f-b6d8-8419fe752ead,40.4177943121072,-86.8338532348784,17,4673.41
5ec31b60-efcb-496f-b6d8-8419fe752ead,40.3991140663096,-86.8079605286098,3,518.23
5ec31b60-efcb-496f-b6d8-8419fe752ead,40.4177379857146,-86.8379127584644,18,5015.44
5ec31b60-efcb-496f-b6d8-8419fe752ead,40.4249464228717,-86.854750326559,28,7213.5
5ec31b60-efcb-496f-b6d8-8419fe752ead,40.4181269060449,-86.8498459070829,23,6073.89
5ec31b60-efcb-496f-b6d8-8419fe752ead,40.4177125047274,-86.843884697192,20,5517.62
5ec31b60-efcb-496f-b6d8-8419fe752ead,40.4200822365333,-86.8818848956755,54,12365.21
5ec31b60-efcb-496f-b6d8-8419fe752ead,40.4177031169953,-86.8479978649615,21,5866.05
5ec31b60-efcb-496f-b6d8-8419fe752ead,40.4145756610975,-86.8688131492623,44,10522.59
5ec31b60-efcb-496f-b6d8-8419fe752ead,40.4015226901485,-86.8084111397511,2,247.88
5ec31b60-efcb-496f-b6d8-8419fe752ead,40.4166999707639,-86.8141564318035,12,2883.92
5ec31b60-efcb-496f-b6d8-8419fe752ead,40.411352986774,-86.8108090347534,7,2044.84
5ec31b60-efcb-496f-b6d8-8419fe752ead,40.4190200817001,-86.8688279014127,48,11238.58
5ec31b60-efcb-496f-b6d8-8419fe752ead,40.4189315687973,-86.8760323152561,51,11851.17
5ec31b60-efcb-496f-b6d8-8419fe752ead,40.4190214228047,-86.8711882454865,49,11443.43
5ec31b60-efcb-496f-b6d8-8419fe752ead,40.4200661432783,-86.884294860619,55,12565.8
5ec31b60-efcb-496f-b6d8-8419fe752ead,40.4189798485625,-86.8734453245071,50,11634.99
5ec31b60-efcb-496f-b6d8-8419fe752ead,40.4243469491212,-86.8606780088352,31,7788.76
5ec31b60-efcb-496f-b6d8-8419fe752ead,40.4133592792367,-86.8147223779394,10,2507.83
5ec31b60-efcb-496f-b6d8-8419fe752ead,40.4213884724014,-86.849916985626,24,6436.37
5ec31b60-efcb-496f-b6d8-8419fe752ead,40.4239110901303,-86.8509147674391,26,6747.45
5ec31b60-efcb-496f-b6d8-8419fe752ead,40.4221180332969,-86.8507940680262,25,6546.27
5ec31b60-efcb-496f-b6d8-8419fe752ead,40.4101674503188,-86.8674827735116,41,9924.39
5ec31b60-efcb-496f-b6d8-8419fe752ead,40.4101835435738,-86.8651371815882,40,9751.23
5ec31b60-efcb-496f-b6d8-8419fe752ead,40.4101218527628,-86.8686468522934,42,10027.48
5ec31b60-efcb-496f-b6d8-8419fe752ead,40.4200782132195,-86.8906356031081,58,13108.19
5ec31b60-efcb-496f-b6d8-8419fe752ead,40.4200513911278,-86.8882511191518,57,12906.58
5ec31b60-efcb-496f-b6d8-8419fe752ead,40.4190147172817,-86.8676249305978,47,11136.81
5ec31b60-efcb-496f-b6d8-8419fe752ead,40.4116574175154,-86.8605962014554,37,9201.48
5ec31b60-efcb-496f-b6d8-8419fe752ead,40.4102076834564,-86.8605532861086,38,9362.62
5ec31b60-efcb-496f-b6d8-8419fe752ead,40.4220482958584,-86.860636434593,32,8044.35
5ec31b60-efcb-496f-b6d8-8419fe752ead,40.4162198553216,-86.8607920027251,35,8694.22
5ec31b60-efcb-496f-b6d8-8419fe752ead,40.401062691275,-86.8064879957728,0,0
5ec31b60-efcb-496f-b6d8-8419fe752ead,40.4113891965979,-86.812630254783,8,2223.78
5ec31b60-efcb-496f-b6d8-8419fe752ead,40.402252251044,-86.8070123676665,1,104.42
5ec31b60-efcb-496f-b6d8-8419fe752ead,40.4175569365952,-86.8150536307725,14,3077.8
5ec31b60-efcb-496f-b6d8-8419fe752ead,40.4174858580521,-86.8138439544346,13,2975.16
5ec31b60-efcb-496f-b6d8-8419fe752ead,40.4191166412304,-86.8607303119141,34,8372.29
5ec31b60-efcb-496f-b6d8-8419fe752ead,40.4205395531976,-86.8606029069783,33,8219.32
5ec31b60-efcb-496f-b6d8-8419fe752ead,40.4174550126466,-86.8674291293281,46,10962.71
5ec31b60-efcb-496f-b6d8-8419fe752ead,40.4152073213582,-86.8146271595137,11,2713.34
5ec31b60-efcb-496f-b6d8-8419fe752ead,40.4123521096916,-86.8139391728603,9,2377.77
5feef92f-c834-4bd2-b225-1748bbd8bce8,40.4452802506256,-86.9138487824112,33,6569.33
5feef92f-c834-4bd2-b225-1748bbd8bce8,40.4351401588404,-86.9057941082593,28,5213.9
5feef92f-c834-4bd2-b225-1748bbd8bce8,40.4389354848227,-86.9074436669018,30,5668.35
5feef92f-c834-4bd2-b225-1748bbd8bce8,40.4220818234731,-86.9043939950701,6,1069.59
5feef92f-c834-4bd2-b225-1748bbd8bce8,40.4206347716233,-86.9053475204317,7,1249.48
5feef92f-c834-4bd2-b225-1748bbd8bce8,40.4607203877402,-86.9192011308194,40,8589.16
5feef92f-c834-4bd2-b225-1748bbd8bce8,40.4220845056823,-86.9102854675225,12,2208.73
5feef92f-c834-4bd2-b225-1748bbd8bce8,40.4603690183383,-86.9331714173062,48,9939.03
5feef92f-c834-4bd2-b225-1748bbd8bce8,40.4202378046654,-86.9102076834564,11,1999.24
5feef92f-c834-4bd2-b225-1748bbd8bce8,40.4196825873663,-86.8959383306467,0,0
5feef92f-c834-4bd2-b225-1748bbd8bce8,40.4607820785512,-86.9237434520569,45,9137.89
5feef92f-c834-4bd2-b225-1748bbd8bce8,40.4182006667972,-86.8973384438359,2,308.06
5feef92f-c834-4bd2-b225-1748bbd8bce8,40.4611924565549,-86.9214810086179,43,8864.4
5feef92f-c834-4bd2-b225-1748bbd8bce8,40.4313569027994,-86.9166382799529,21,3761.4
5feef92f-c834-4bd2-b225-1748bbd8bce8,40.4184822987606,-86.9066094998485,8,1511.41
5feef92f-c834-4bd2-b225-1748bbd8bce8,40.4373275004224,-86.906149500975,29,5458.81
5feef92f-c834-4bd2-b225-1748bbd8bce8,40.4595965420959,-86.9350583514606,49,10120.19
5feef92f-c834-4bd2-b225-1748bbd8bce8,40.4607431865181,-86.9267904416794,46,9395.54
5feef92f-c834-4bd2-b225-1748bbd8bce8,40.424095,-86.911233,15,2490.78
5feef92f-c834-4bd2-b225-1748bbd8bce8,40.460724,-86.92152,44,8943.38
5feef92f-c834-4bd2-b225-1748bbd8bce8,40.425905,-86.916588,19,3111.11
5feef92f-c834-4bd2-b225-1748bbd8bce8,40.450833764722,-86.9155841717472,35,7220.38
5feef92f-c834-4bd2-b225-1748bbd8bce8,40.4183025907458,-86.8955547747347,1,156.74
5feef92f-c834-4bd2-b225-1748bbd8bce8,40.4565146837541,-86.9155506441325,37,7851.67
5feef92f-c834-4bd2-b225-1748bbd8bce8,40.4307721811993,-86.9082000498891,25,4521.32
5feef92f-c834-4bd2-b225-1748bbd8bce8,40.4586108302242,-86.9155734429105,38,8084.6
5feef92f-c834-4bd2-b225-1748bbd8bce8,40.4547068747703,-86.9155922183747,36,7650.76
5feef92f-c834-4bd2-b225-1748bbd8bce8,40.4418725038691,-86.9107307142455,31,6097.06
5feef92f-c834-4bd2-b225-1748bbd8bce8,40.4480952291546,-86.9156176993619,34,6916.06
5feef92f-c834-4bd2-b225-1748bbd8bce8,40.4189597319937,-86.8997859597079,3,531.64
5feef92f-c834-4bd2-b225-1748bbd8bce8,40.423216397954,-86.9102733975812,13,2330.53
5feef92f-c834-4bd2-b225-1748bbd8bce8,40.418565447245,-86.9101768380509,10,1813.39
5feef92f-c834-4bd2-b225-1748bbd8bce8,40.4241605355835,-86.9137133308478,16,2716.34
5feef92f-c834-4bd2-b225-1748bbd8bce8,40.4240599527395,-86.9103015607775,14,2424.3
5feef92f-c834-4bd2-b225-1748bbd8bce8,40.4307788867223,-86.905743146285,26,4729.13
5feef92f-c834-4bd2-b225-1748bbd8bce8,40.4202404868746,-86.9007663071612,4,696.36
5feef92f-c834-4bd2-b225-1748bbd8bce8,40.4302129405864,-86.916647667685,20,3634.28
5feef92f-c834-4bd2-b225-1748bbd8bce8,40.45901,-86.937837,50,10363.99
5feef92f-c834-4bd2-b225-1748bbd8bce8,40.4213294637996,-86.9023327173193,5,876.65
5feef92f-c834-4bd2-b225-1748bbd8bce8,40.460724,-86.92152,42,8785.42
5feef92f-c834-4bd2-b225-1748bbd8bce8,40.4308338720103,-86.910423601295,24,4333.12
5feef92f-c834-4bd2-b225-1748bbd8bce8,40.443052675906,-86.9125666864256,32,6328.28
5feef92f-c834-4bd2-b225-1748bbd8bce8,40.4607378220998,-86.9307171959112,47,9727.53
5feef92f-c834-4bd2-b225-1748bbd8bce8,40.45901,-86.937837,52,10755.72
5feef92f-c834-4bd2-b225-1748bbd8bce8,40.4595965420959,-86.935057010356,53,10981.14
5feef92f-c834-4bd2-b225-1748bbd8bce8,40.4312858242563,-86.9104759043739,23,4282.7
5feef92f-c834-4bd2-b225-1748bbd8bce8,40.4592384671711,-86.9400740826174,51,10554.83
5feef92f-c834-4bd2-b225-1748bbd8bce8,40.457538,-86.934027,54,11235.95
5feef92f-c834-4bd2-b225-1748bbd8bce8,40.4241565122698,-86.91663157443,18,2960.92
5feef92f-c834-4bd2-b225-1748bbd8bce8,40.4313247162893,-86.9131487258165,22,4056.58
5feef92f-c834-4bd2-b225-1748bbd8bce8,40.4607512331457,-86.9209888232344,41,8750.44
5feef92f-c834-4bd2-b225-1748bbd8bce8,40.4326296110529,-86.9057002309382,27,4934.81
5feef92f-c834-4bd2-b225-1748bbd8bce8,40.4606627202429,-86.9159583399271,39,8314.92
5feef92f-c834-4bd2-b225-1748bbd8bce8,40.4242088153487,-86.9146507629544,17,2827.08
5feef92f-c834-4bd2-b225-1748bbd8bce8,40.4184916864927,-86.9080310707111,9,1631.68
5ff1e67f-67b0-45d9-95b7-a59ced655f4e,40.4322178919445,-86.9508284003036,12,3886.18
5ff1e67f-67b0-45d9-95b7-a59ced655f4e,40.4460983244239,-86.9401330912193,0,0
5ff1e67f-67b0-45d9-95b7-a59ced655f4e,40.424095,-86.911233,24,8193.36
5ff1e67f-67b0-45d9-95b7-a59ced655f4e,40.4240411772753,-86.9138018437506,18,7386.05
5ff1e67f-67b0-45d9-95b7-a59ced655f4e,40.423216397954,-86.9102733975812,22,8031.3
5ff1e67f-67b0-45d9-95b7-a59ced655f4e,40.4242477073817,-86.9233585550403,15,6577.3
5ff1e67f-67b0-45d9-95b7-a59ced655f4e,40.4240358128569,-86.912188494932,19,7522.53
5ff1e67f-67b0-45d9-95b7-a59ced655f4e,40.4242155208716,-86.9217800749409,16,6710.87
5ff1e67f-67b0-45d9-95b7-a59ced655f4e,40.4240814104129,-86.9103055840913,23,8127.46
5ff1e67f-67b0-45d9-95b7-a59ced655f4e,40.4242423429634,-86.9285016911329,14,6142.23
5ff1e67f-67b0-45d9-95b7-a59ced655f4e,40.4459347096643,-86.9542053016547,3,1190.21
5ff1e67f-67b0-45d9-95b7-a59ced655f4e,40.4341987034201,-86.9555718872292,11,3431.81
5ff1e67f-67b0-45d9-95b7-a59ced655f4e,40.4370740316554,-86.9619086064046,10,2804.77
5ff1e67f-67b0-45d9-95b7-a59ced655f4e,40.4461023477377,-86.9435260858253,1,286.93
5ff1e67f-67b0-45d9-95b7-a59ced655f4e,40.422134126552,-86.9122193403375,20,7733.86
5ff1e67f-67b0-45d9-95b7-a59ced655f4e,40.4458301035064,-86.9617892480963,5,1831.7
5ff1e67f-67b0-45d9-95b7-a59ced655f4e,40.4459373918734,-86.9566005144477,4,1392.76
5ff1e67f-67b0-45d9-95b7-a59ced655f4e,40.4241203024459,-86.9178345452448,17,7044.8
5ff1e67f-67b0-45d9-95b7-a59ced655f4e,40.4417290056782,-86.9620360113404,7,2302.05
5ff1e67f-67b0-45d9-95b7-a59ced655f4e,40.4459427562918,-86.9518141121754,2,993.81
5ff1e67f-67b0-45d9-95b7-a59ced655f4e,40.4243657245854,-86.9407499993294,13,5106.04
5ff1e67f-67b0-45d9-95b7-a59ced655f4e,40.4220375670217,-86.9102559632215,21,7900.3
5ff1e67f-67b0-45d9-95b7-a59ced655f4e,40.4399104678577,-86.9620266236083,8,2496.4
5ff1e67f-67b0-45d9-95b7-a59ced655f4e,40.4385291301327,-86.9620158947716,9,2656.75
5ff1e67f-67b0-45d9-95b7-a59ced655f4e,40.4439297583061,-86.9620453990725,6,2055.71
6391f811-8b14-4344-bc40-ceb68463ba63,40.4172645757952,-86.8894339733978,25,4322
6391f811-8b14-4344-bc40-ceb68463ba63,40.4203088832086,-86.8997604787207,18,3195.4
6391f811-8b14-4344-bc40-ceb68463ba63,40.4254466548828,-86.9257054880682,0,0
6391f811-8b14-4344-bc40-ceb68463ba63,40.4253433898296,-86.9220818234731,4,718.66
6391f811-8b14-4344-bc40-ceb68463ba63,40.4175663243274,-86.8847830226888,27,4720.31
6391f811-8b14-4344-bc40-ceb68463ba63,40.4242678239505,-86.9217183841299,5,842.07
6391f811-8b14-4344-bc40-ceb68463ba63,40.4240411772753,-86.9138018437506,7,1488.39
6391f811-8b14-4344-bc40-ceb68463ba63,40.4220938934144,-86.9106274491922,11,1990.55
6391f811-8b14-4344-bc40-ceb68463ba63,40.4221287621336,-86.9122863955668,9,1824.7
6391f811-8b14-4344-bc40-ceb68463ba63,40.4220254970804,-86.9033197702956,15,2716.49
6391f811-8b14-4344-bc40-ceb68463ba63,40.4187934350248,-86.8848769000099,28,4845.14
6391f811-8b14-4344-bc40-ceb68463ba63,40.4220120860345,-86.9076595847404,12,2223.53
6391f811-8b14-4344-bc40-ceb68463ba63,40.4218136025556,-86.8993259608344,17,3020.51
6391f811-8b14-4344-bc40-ceb68463ba63,40.4272692160171,-86.9222226394548,2,501.26
6391f811-8b14-4344-bc40-ceb68463ba63,40.4196919750984,-86.9004524886878,19,3284.46
6391f811-8b14-4344-bc40-ceb68463ba63,40.4261896268242,-86.9223580910181,3,621.77
6391f811-8b14-4344-bc40-ceb68463ba63,40.4273979620575,-86.9257899776572,1,199.17
6391f811-8b14-4344-bc40-ceb68463ba63,40.4241203024459,-86.9178345452448,6,1171.02
6391f811-8b14-4344-bc40-ceb68463ba63,40.4172350714943,-86.8965445099201,21,3717.4
6391f811-8b14-4344-bc40-ceb68463ba63,40.423121,-86.9063734654411,13,2392.3
6391f811-8b14-4344-bc40-ceb68463ba63,40.417261893586,-86.8920182819377,24,4097.19
6391f811-8b14-4344-bc40-ceb68463ba63,40.4172994445145,-86.8858344486853,26,4626.55
6391f811-8b14-4344-bc40-ceb68463ba63,40.4172323892851,-86.8943813082207,22,3900.41
6391f811-8b14-4344-bc40-ceb68463ba63,40.4189248632744,-86.8997095167464,20,3390.37
6391f811-8b14-4344-bc40-ceb68463ba63,40.4172578702723,-86.8933057423416,23,3991.45
6391f811-8b14-4344-bc40-ceb68463ba63,40.424001,-86.9122367746971,8,1616.61
6391f811-8b14-4344-bc40-ceb68463ba63,40.4219758762107,-86.9008186102401,16,2893.37
6391f811-8b14-4344-bc40-ceb68463ba63,40.422072435741,-86.904387,14,2596.97
6391f811-8b14-4344-bc40-ceb68463ba63,40.422111327774,-86.9118411488438,10,1861.38
63fd1623-4c76-406f-99f3-02cd8b2d755a,40.4213026417078,-86.9020121933229,2,147.61
63fd1623-4c76-406f-99f3-02cd8b2d755a,40.4243013515652,-86.9216861976198,9,1891.83
63fd1623-4c76-406f-99f3-02cd8b2d755a,40.4220536602768,-86.900877618842,0,0
63fd1623-4c76-406f-99f3-02cd8b2d755a,40.4253165677378,-86.9238172128092,11,2165.5
63fd1623-4c76-406f-99f3-02cd8b2d755a,40.4231211795283,-86.9063734654411,4,568.92
63fd1623-4c76-406f-99f3-02cd8b2d755a,40.4225377990328,-86.9052321854372,3,452.63
63fd1623-4c76-406f-99f3-02cd8b2d755a,40.4252897456461,-86.9219101620859,10,2003.28
63fd1623-4c76-406f-99f3-02cd8b2d755a,40.4254466548828,-86.9257054880682,12,2328.37
63fd1623-4c76-406f-99f3-02cd8b2d755a,40.4242329552312,-86.9190710436744,8,1566.68
63fd1623-4c76-406f-99f3-02cd8b2d755a,40.424095,-86.911233,6,990.43
63fd1623-4c76-406f-99f3-02cd8b2d755a,40.4219664884786,-86.901706421477,1,69.44
63fd1623-4c76-406f-99f3-02cd8b2d755a,40.4241605355835,-86.9137133308478,7,1213.95
63fd1623-4c76-406f-99f3-02cd8b2d755a,40.4237769796715,-86.9077869896762,5,708.95
643cf4dc-5326-4393-a076-54238216052a,40.4273121313639,-86.9192064952377,35,8868.75
643cf4dc-5326-4393-a076-54238216052a,40.4650400856161,-86.9246285810845,13,3600.79
643cf4dc-5326-4393-a076-54238216052a,40.4387973510502,-86.9173141966649,28,7096.72
643cf4dc-5326-4393-a076-54238216052a,40.4794086801653,-86.9311557371113,1,159.61
643cf4dc-5326-4393-a076-54238216052a,40.4744787797021,-86.9389851056925,6,1348.51
643cf4dc-5326-4393-a076-54238216052a,40.4458126691468,-86.921597684717,25,6236.32
643cf4dc-5326-4393-a076-54238216052a,40.4460084704166,-86.9210652661959,24,6186.31
643cf4dc-5326-4393-a076-54238216052a,40.4239955797193,-86.9123400397503,39,9818.06
643cf4dc-5326-4393-a076-54238216052a,40.477830200066,-86.9346090814238,3,622.07
643cf4dc-5326-4393-a076-54238216052a,40.4208976281224,-86.9013805330623,45,11086.26
643cf4dc-5326-4393-a076-54238216052a,40.4677464346734,-86.9387410246575,9,2098.72
643cf4dc-5326-4393-a076-54238216052a,40.4312214512361,-86.919225270702,34,8435.81
643cf4dc-5326-4393-a076-54238216052a,40.4793966102241,-86.9345675071816,2,447.98
643cf4dc-5326-4393-a076-54238216052a,40.4427482451646,-86.9194881272011,26,6620.74
643cf4dc-5326-4393-a076-54238216052a,40.4619716383202,-86.9245722546919,14,3937.59
643cf4dc-5326-4393-a076-54238216052a,40.4182838152816,-86.8986165165077,47,11464.94
643cf4dc-5326-4393-a076-54238216052a,40.4520648987332,-86.9217492295354,19,5264.12
643cf4dc-5326-4393-a076-54238216052a,40.422111327774,-86.9118411488438,40,10034.6
643cf4dc-5326-4393-a076-54238216052a,40.4196825873663,-86.8959383306467,51,12027.3
643cf4dc-5326-4393-a076-54238216052a,40.4240411772753,-86.9138018437506,38,9677.05
643cf4dc-5326-4393-a076-54238216052a,40.4519495637387,-86.924191380989,18,5057.22
643cf4dc-5326-4393-a076-54238216052a,40.431381042682,-86.9152556011233,33,8099.58
643cf4dc-5326-4393-a076-54238216052a,40.4241578533743,-86.919140781113,36,9220.75
643cf4dc-5326-4393-a076-54238216052a,40.467770574556,-86.9318437237646,11,2679.66
643cf4dc-5326-4393-a076-54238216052a,40.458653745571,-86.9245735957964,16,4310.47
643cf4dc-5326-4393-a076-54238216052a,40.4473898081416,-86.9191971075056,22,5873.69
643cf4dc-5326-4393-a076-54238216052a,40.4545620354749,-86.9245722546919,17,4765.14
643cf4dc-5326-4393-a076-54238216052a,40.418051804188,-86.8954380986356,50,11841.21
643cf4dc-5326-4393-a076-54238216052a,40.4808450031784,-86.9311771947847,0,0
643cf4dc-5326-4393-a076-54238216052a,40.4241203024459,-86.9178345452448,37,9329.78
643cf4dc-5326-4393-a076-54238216052a,40.4504582554375,-86.9194881272011,20,5525.71
643cf4dc-5326-4393-a076-54238216052a,40.4677491168826,-86.9340257009283,10,2495.19
643cf4dc-5326-4393-a076-54238216052a,40.4678631107726,-86.92465942649,12,3287.08
643cf4dc-5326-4393-a076-54238216052a,40.4220938934144,-86.9106274491922,41,10164.35
643cf4dc-5326-4393-a076-54238216052a,40.4479839174738,-86.9195645701626,21,5800.73
643cf4dc-5326-4393-a076-54238216052a,40.4778194712293,-86.936568435226,4,787.69
643cf4dc-5326-4393-a076-54238216052a,40.4777966724513,-86.9388389252924,5,979.62
643cf4dc-5326-4393-a076-54238216052a,40.4365442953434,-86.9154500612885,29,7392.59
643cf4dc-5326-4393-a076-54238216052a,40.4174416016007,-86.896811389733,48,11644.05
643cf4dc-5326-4393-a076-54238216052a,40.4324686785024,-86.9151161262462,31,7846.36
643cf4dc-5326-4393-a076-54238216052a,40.4340324064513,-86.9152381667637,30,7672.29
643cf4dc-5326-4393-a076-54238216052a,40.4173155377695,-86.8954582152044,49,11759.38
643cf4dc-5326-4393-a076-54238216052a,40.421565498207,-86.90325673838,44,10911.05
643cf4dc-5326-4393-a076-54238216052a,40.4196356487057,-86.900539660486,46,11243.5
643cf4dc-5326-4393-a076-54238216052a,40.4691881221049,-86.9387973510502,8,1941.24
643cf4dc-5326-4393-a076-54238216052a,40.431358243904,-86.9140620180405,32,7998.59
643cf4dc-5326-4393-a076-54238216052a,40.4233116163797,-86.906916612799,43,10545.39
643cf4dc-5326-4393-a076-54238216052a,40.4459427562918,-86.9192735504671,23,6034.62
