route_id,service_id,trip_id,shape_id,trip_headsign,direction_id,block_id
bb00b2d7-0f70-4b00-afc9-dea1ce4746f7,7730e36e-afe7-4f95-8447-7f98310d98c2,b40c523c-dab0-43ee-98aa-12d0ed6ce05a,71a2b707-1464-42cf-aa52-b64c7ee76b88,OB,0,483cf326-720c-489b-b706-13cceaba42ca
1584e62f-7f48-46c4-bb5c-23e54fc835c7,6071f051-40d9-47ec-93e5-e3bc671157a3,86d1c18c-3306-4c43-a663-080bc4a032c7,d4418fcd-8ef1-4eda-be57-67f0144a6a44,OB,1,48a81c01-9395-4d8f-b740-6f3c7f1b0fb1
7a3f1f2e-af52-41a9-8eb9-954f82d05479,6071f051-40d9-47ec-93e5-e3bc671157a3,67229b11-c967-4396-9331-4c1873b72ebf,b211a5dc-00ca-48d8-970f-5f4da939d812,OB,0,645a0fa3-65bb-4c0d-9bda-5cd49424f3bb
effd1a49-c323-46ad-867f-f112f03c2de7,41cfb772-7f6e-4312-b047-51565e572fb2,29205488-c366-40cf-8e11-ae962f78ec72,6391f811-8b14-4344-bc40-ceb68463ba63,IB,0,5ccf58be-d034-4ce0-9886-4a73ac46ff52
2adbda2b-3e5c-4362-80a4-d0a71154a47c,de67ca6b-60ad-4819-9939-d395597dd73c,316d2e05-0e3a-4900-bcb2-13ce0094addb,f64ec5de-c1bc-469e-8f43-7061a7430033,OB,0,a6312cb0-8da2-4cf5-a6e4-057d9ad675d8
d8add9a8-7327-4b10-a5bc-c8befc0a95b1,6071f051-40d9-47ec-93e5-e3bc671157a3,2c9101f7-c43f-4483-a318-d8b36ce7c982,e3ccdcce-2c99-479e-843f-8de3095f059d,IB,1,560b0a10-acd7-4457-8f15-77a4a40969af
effd1a49-c323-46ad-867f-f112f03c2de7,746ab0c1-a909-40d5-8046-d23c7a3e472b,975b6c01-c4ba-4f4b-86d3-233542cca907,6391f811-8b14-4344-bc40-ceb68463ba63,IB,0,387f7f69-5613-49aa-b736-673b3e252272
252875c5-5080-476b-9b16-c7e4b7e6e478,de67ca6b-60ad-4819-9939-d395597dd73c,e7931b69-1003-4a4d-b3fe-7e4b416fdbd3,4f7b2a2f-bdb0-4b08-9a8b-7da21b214b2a,OB,0,8756ebe7-826c-40b1-8f14-f4666e08db17
ac7c4003-77a4-433c-8d36-42b2bc026f6b,de67ca6b-60ad-4819-9939-d395597dd73c,a43c4e00-4818-44b1-b3d6-64e25742d106,4c05b295-2be9-40f1-8341-5d689cbd5c8c,CW,0,bb6aaee0-8599-48b6-a578-40abc60f5299
2adbda2b-3e5c-4362-80a4-d0a71154a47c,746ab0c1-a909-40d5-8046-d23c7a3e472b,67094688-5de2-4c27-81a6-c508cac4dc2f,729636b9-4790-4359-a494-e94264931582,OB,0,c6e7027e-3b27-4b74-b560-ab304ed56d85
2adbda2b-3e5c-4362-80a4-d0a71154a47c,746ab0c1-a909-40d5-8046-d23c7a3e472b,06ccbd97-2682-477c-a157-7f0067f48b45,729636b9-4790-4359-a494-e94264931582,OB,0,c6e7027e-3b27-4b74-b560-ab304ed56d85
e93a400d-bcbf-4f33-aefe-c4be37309278,6071f051-40d9-47ec-93e5-e3bc671157a3,68307b1b-0370-42b2-b58a-a4a3d04d5881,5d6885b8-9101-4d0b-8606-a0b703b3ca93,IB,0,3bee14eb-7317-40d9-a52e-5c625fa1254b
d8add9a8-7327-4b10-a5bc-c8befc0a95b1,6071f051-40d9-47ec-93e5-e3bc671157a3,8a815ab6-17b0-4ead-bdac-9d381b0bd356,e3ccdcce-2c99-479e-843f-8de3095f059d,IB,1,560b0a10-acd7-4457-8f15-77a4a40969af
effd1a49-c323-46ad-867f-f112f03c2de7,de67ca6b-60ad-4819-9939-d395597dd73c,79b34888-4d9b-4bc6-aa97-2f087ae161fe,cb4374e3-5797-47af-bda5-aa1080517245,IB,0,a6312cb0-8da2-4cf5-a6e4-057d9ad675d8
7a3f1f2e-af52-41a9-8eb9-954f82d05479,6071f051-40d9-47ec-93e5-e3bc671157a3,dfabaca4-3e80-47b3-96b9-ec46f09e491c,b211a5dc-00ca-48d8-970f-5f4da939d812,OB,0,645a0fa3-65bb-4c0d-9bda-5cd49424f3bb
a1b3f145-7a0b-483d-881a-05147a8d6b74,6071f051-40d9-47ec-93e5-e3bc671157a3,fd8c3653-9ada-4d91-89a7-43481c009316,f982e654-f40e-409b-b363-636b11017e34,IB,0,fce6f592-06d1-4de3-b88c-bfdfe9ccb375
28b2a8a3-2455-47f8-852e-9d36da3dac6a,41cfb772-7f6e-4312-b047-51565e572fb2,07674d5c-7b80-4926-83cd-67fe224b8b95,53be0505-7e29-47aa-a091-71e70edeaf53,IB,1,c6deba69-2721-4fb3-830a-7214a9424b74
effd1a49-c323-46ad-867f-f112f03c2de7,41cfb772-7f6e-4312-b047-51565e572fb2,5f26aa2d-9708-41df-ac26-9a80677b405b,6391f811-8b14-4344-bc40-ceb68463ba63,IB,0,5ccf58be-d034-4ce0-9886-4a73ac46ff52
1584e62f-7f48-46c4-bb5c-23e54fc835c7,746ab0c1-a909-40d5-8046-d23c7a3e472b,b19ccec7-4734-464d-9573-cfaa529fd83f,a74ad025-0470-4e35-9783-62033a25c808,IB,0,038f54f5-5256-4b30-9c89-f473033caec2
252875c5-5080-476b-9b16-c7e4b7e6e478,de67ca6b-60ad-4819-9939-d395597dd73c,e5422688-e0b6-4585-bef9-72f95ef5b90b,4128b417-030c-4b21-abd6-29ef40e83179,OB,0,9065c6fb-9ab4-4f1c-8757-eec6c1ae9cd8
e93a400d-bcbf-4f33-aefe-c4be37309278,746ab0c1-a909-40d5-8046-d23c7a3e472b,4732f095-5171-4094-8a25-4d054737ce2a,5d6885b8-9101-4d0b-8606-a0b703b3ca93,IB,0,84a6b616-6a09-413b-802d-506810481971
ae84f48d-030a-4cf2-bcf7-29f54cbcafd6,41cfb772-7f6e-4312-b047-51565e572fb2,541b083e-022c-41f7-bd68-23ce6d62db7a,643cf4dc-5326-4393-a076-54238216052a,IB,0,8fecbf78-37a2-4f6f-b19b-70b12b844a1d
252875c5-5080-476b-9b16-c7e4b7e6e478,de67ca6b-60ad-4819-9939-d395597dd73c,b1c8daed-e19c-4779-b2cf-cf609627e2a9,4128b417-030c-4b21-abd6-29ef40e83179,OB,0,8756ebe7-826c-40b1-8f14-f4666e08db17
ac7c4003-77a4-433c-8d36-42b2bc026f6b,de67ca6b-60ad-4819-9939-d395597dd73c,456ecd8d-12a9-43b9-9033-9d0a51aed973,4c05b295-2be9-40f1-8341-5d689cbd5c8c,CW,0,bb6aaee0-8599-48b6-a578-40abc60f5299
2adbda2b-3e5c-4362-80a4-d0a71154a47c,746ab0c1-a909-40d5-8046-d23c7a3e472b,a147b1d3-d6f3-40bf-93fa-0a654e994e76,729636b9-4790-4359-a494-e94264931582,OB,0,c6e7027e-3b27-4b74-b560-ab304ed56d85
1584e62f-7f48-46c4-bb5c-23e54fc835c7,6071f051-40d9-47ec-93e5-e3bc671157a3,98a9b10b-a298-4459-bb0a-1dfd355d4ea0,a74ad025-0470-4e35-9783-62033a25c808,IB,0,22e8f4a1-2468-4d2e-a418-a5ec998bfe20
2adbda2b-3e5c-4362-80a4-d0a71154a47c,41cfb772-7f6e-4312-b047-51565e572fb2,14ec8f5b-b6fd-4654-8acc-cc2bb92b9788,729636b9-4790-4359-a494-e94264931582,OB,0,5ccf58be-d034-4ce0-9886-4a73ac46ff52
ae84f48d-030a-4cf2-bcf7-29f54cbcafd6,41cfb772-7f6e-4312-b047-51565e572fb2,a67d0af3-3f4a-49ea-97f0-11f150c5e265,643cf4dc-5326-4393-a076-54238216052a,IB,0,8fecbf78-37a2-4f6f-b19b-70b12b844a1d
975a2ed9-fcae-4861-b34e-b01476922c86,6071f051-40d9-47ec-93e5-e3bc671157a3,97aa3475-4702-4fc5-84a0-7bcb2059cffd,d1fbecc4-c130-4a57-b72d-9005c3b8a9bd,OB,1,16b194df-5b36-4548-96fe-4bfa8b628f16
252875c5-5080-476b-9b16-c7e4b7e6e478,de67ca6b-60ad-4819-9939-d395597dd73c,8e1d9d45-969b-4751-849d-360f88c722ca,4128b417-030c-4b21-abd6-29ef40e83179,OB,0,169580b0-db51-4419-9910-1cd62bdf978a
7a3f1f2e-af52-41a9-8eb9-954f82d05479,6071f051-40d9-47ec-93e5-e3bc671157a3,97346a4a-65ca-49ed-9516-e7ff3303e5bb,b6592460-148e-4e4e-b06e-27441a14b006,IB,1,fa31f9ed-b6da-4c50-aa70-11435c39a9df
3b05c805-ae11-4dfa-aecd-07d31e457231,746ab0c1-a909-40d5-8046-d23c7a3e472b,bb6d9b29-8605-4f76-9963-c826e9ca316c,c02aa3e5-7989-40b6-a738-6c3feec6c9cf,OB,0,87c88cfb-05da-4bff-800a-451e0dd37c54
28b2a8a3-2455-47f8-852e-9d36da3dac6a,41cfb772-7f6e-4312-b047-51565e572fb2,372eb358-dfe4-4ebd-8df9-c9edb342207c,9dc89618-4db2-4ed1-87c0-8102ea4f4684,OB,0,c6deba69-2721-4fb3-830a-7214a9424b74
a1b3f145-7a0b-483d-881a-05147a8d6b74,746ab0c1-a909-40d5-8046-d23c7a3e472b,7bcee31a-2ae4-4d1e-bfa7-70dbe89385db,f982e654-f40e-409b-b363-636b11017e34,IB,0,035d102d-612a-43c1-812f-fabd01a58298
90062404-5c8f-4af8-88f5-1b569d3ce8aa,de67ca6b-60ad-4819-9939-d395597dd73c,5901e533-750e-4302-8da2-bc31a8a8dcba,49a2995d-a0bf-4c14-82e8-3a8743571292,CW,0,914febda-27f4-4590-a995-608c87d902ae
7a3f1f2e-af52-41a9-8eb9-954f82d05479,746ab0c1-a909-40d5-8046-d23c7a3e472b,54accf21-4539-499d-99c9-9147e253ee25,b6592460-148e-4e4e-b06e-27441a14b006,IB,1,0e94998d-8de3-463e-b8dd-b8ef9d95171b
d8add9a8-7327-4b10-a5bc-c8befc0a95b1,746ab0c1-a909-40d5-8046-d23c7a3e472b,1b0b2c1d-f392-4c85-9861-4e0cebf91ef2,91dadd76-8d98-46fd-9438-09100b1b466b,OB,0,62f59a74-dff6-45d7-9a99-d96892882135
bb00b2d7-0f70-4b00-afc9-dea1ce4746f7,7730e36e-afe7-4f95-8447-7f98310d98c2,783d6551-db64-4758-b8bd-43f4715ff1c0,71a2b707-1464-42cf-aa52-b64c7ee76b88,OB,0,483cf326-720c-489b-b706-13cceaba42ca
ac7c4003-77a4-433c-8d36-42b2bc026f6b,de67ca6b-60ad-4819-9939-d395597dd73c,b50ba877-95b0-4c2a-abf0-87ce9a7d9e94,4c05b295-2be9-40f1-8341-5d689cbd5c8c,CW,0,47b215f0-ec58-496a-aa18-255fe1a099b3
ac7c4003-77a4-433c-8d36-42b2bc026f6b,de67ca6b-60ad-4819-9939-d395597dd73c,619ff3fc-3bfa-485f-986a-abd129a29b97,4c05b295-2be9-40f1-8341-5d689cbd5c8c,CW,0,bb6aaee0-8599-48b6-a578-40abc60f5299
3e409cf6-e2ff-4557-876e-d62d066221ce,de67ca6b-60ad-4819-9939-d395597dd73c,5b9c71a4-fac8-482b-b6a0-8a3fe5f5c068,7c3b8210-3937-4572-8fe4-41fe05393b79,IB,0,cb8a3ea0-50f6-4f94-896e-169f3dfba330
3e409cf6-e2ff-4557-876e-d62d066221ce,de67ca6b-60ad-4819-9939-d395597dd73c,9cf4f5ad-44c8-42b8-90ff-9ca4ff0a7307,3019de62-2bce-4411-a088-d4f3d85b9686,OB,1,cb8a3ea0-50f6-4f94-896e-169f3dfba330
ac7c4003-77a4-433c-8d36-42b2bc026f6b,de67ca6b-60ad-4819-9939-d395597dd73c,1682ee15-5dc9-4420-8d02-84adbf96905c,4c05b295-2be9-40f1-8341-5d689cbd5c8c,CW,0,bb6aaee0-8599-48b6-a578-40abc60f5299
ac7c4003-77a4-433c-8d36-42b2bc026f6b,de67ca6b-60ad-4819-9939-d395597dd73c,30be58b2-f405-4aec-92f2-5476bccdc407,4c05b295-2be9-40f1-8341-5d689cbd5c8c,CW,0,47b215f0-ec58-496a-aa18-255fe1a099b3
ac7c4003-77a4-433c-8d36-42b2bc026f6b,de67ca6b-60ad-4819-9939-d395597dd73c,8b6f82e5-00ad-4a5e-a7bd-69895fdb444a,4c05b295-2be9-40f1-8341-5d689cbd5c8c,CW,0,bb6aaee0-8599-48b6-a578-40abc60f5299
ac7c4003-77a4-433c-8d36-42b2bc026f6b,de67ca6b-60ad-4819-9939-d395597dd73c,d5607b68-ab66-486c-a537-75ccc9b888e7,4c05b295-2be9-40f1-8341-5d689cbd5c8c,CW,0,8452a9df-0e40-443c-8cfb-77defbb666c4
ac7c4003-77a4-433c-8d36-42b2bc026f6b,de67ca6b-60ad-4819-9939-d395597dd73c,9e60f9be-1c10-41f7-a190-64cab2aad247,4c05b295-2be9-40f1-8341-5d689cbd5c8c,CW,0,8452a9df-0e40-443c-8cfb-77defbb666c4
ac7c4003-77a4-433c-8d36-42b2bc026f6b,de67ca6b-60ad-4819-9939-d395597dd73c,a3f9544b-0fc5-4341-b6b0-3e58dce4fa99,4c05b295-2be9-40f1-8341-5d689cbd5c8c,CW,0,bb6aaee0-8599-48b6-a578-40abc60f5299
3e409cf6-e2ff-4557-876e-d62d066221ce,de67ca6b-60ad-4819-9939-d395597dd73c,9e32d85c-b00c-416b-8c0d-f8e0413eaba9,3019de62-2bce-4411-a088-d4f3d85b9686,OB,1,cb8a3ea0-50f6-4f94-896e-169f3dfba330
440c7dc1-8b1b-43ce-9c24-ab62d31f1d26,ae258c2d-2397-4dbf-b1c1-414ad128fec4,ea999ddc-22ce-4105-a71c-2306052387cd,dbcbfe67-7338-41cb-bf84-66158ac130e9,OB,0,d9e1a504-a5fd-4205-9c6c-afe652df4514
ac7c4003-77a4-433c-8d36-42b2bc026f6b,de67ca6b-60ad-4819-9939-d395597dd73c,9de1521c-531f-4796-b096-41d6e5139219,4c05b295-2be9-40f1-8341-5d689cbd5c8c,CW,0,8452a9df-0e40-443c-8cfb-77defbb666c4
3e409cf6-e2ff-4557-876e-d62d066221ce,de67ca6b-60ad-4819-9939-d395597dd73c,7dda6033-b177-4520-8412-333b259fe636,3019de62-2bce-4411-a088-d4f3d85b9686,OB,1,cb8a3ea0-50f6-4f94-896e-169f3dfba330
2adbda2b-3e5c-4362-80a4-d0a71154a47c,6071f051-40d9-47ec-93e5-e3bc671157a3,21d76479-143d-4ac1-a436-ca4bda3294e4,729636b9-4790-4359-a494-e94264931582,OB,0,74f6128d-0af2-4e6e-9b20-4c785c8d2830
1584e62f-7f48-46c4-bb5c-23e54fc835c7,746ab0c1-a909-40d5-8046-d23c7a3e472b,5cc517ae-cef0-41a3-930d-9b1919320b78,d4418fcd-8ef1-4eda-be57-67f0144a6a44,OB,1,0a0a6faa-fcd6-4b7f-84c5-97158991d71f
8f652041-5cda-4f52-a040-0fa32815f65e,6071f051-40d9-47ec-93e5-e3bc671157a3,8b8fd4e3-0cb1-48d6-b791-c47eef500d1b,7a389d44-ed14-47b9-b780-05d4b811c6c3,OB,0,e1507bba-744a-4206-a962-2125b3423b39
7a3f1f2e-af52-41a9-8eb9-954f82d05479,746ab0c1-a909-40d5-8046-d23c7a3e472b,c36d2d42-2aff-4edc-a827-77cf1edef952,b6592460-148e-4e4e-b06e-27441a14b006,IB,1,84e99d15-f08e-4899-9ab5-6beff527de6d
1584e62f-7f48-46c4-bb5c-23e54fc835c7,6071f051-40d9-47ec-93e5-e3bc671157a3,283d7ce8-ae5a-4d61-b7dd-979d8bc0f0e8,d4418fcd-8ef1-4eda-be57-67f0144a6a44,OB,1,fce6f592-06d1-4de3-b88c-bfdfe9ccb375
8f652041-5cda-4f52-a040-0fa32815f65e,6071f051-40d9-47ec-93e5-e3bc671157a3,8d1ed304-5003-4bc4-872a-166615dc876d,6d56ff6f-69bf-4ec2-9dc7-416da88871cd,IB,1,ac238925-a69e-4f77-a5a4-69e8d5e097c8
3cbcad58-64be-4a4d-bd3d-72f388778dc8,de67ca6b-60ad-4819-9939-d395597dd73c,aed01f33-beec-4f36-b1b9-a7112e306ea9,7cd45f4e-42b3-42e1-bc06-ca7832bf19cf,CW,0,7cac017d-f85f-46f2-875a-befddcb32658
d8add9a8-7327-4b10-a5bc-c8befc0a95b1,6071f051-40d9-47ec-93e5-e3bc671157a3,cff9657c-9d9b-4a54-b663-68b5325cc66d,e3ccdcce-2c99-479e-843f-8de3095f059d,IB,1,560b0a10-acd7-4457-8f15-77a4a40969af
7a3f1f2e-af52-41a9-8eb9-954f82d05479,6071f051-40d9-47ec-93e5-e3bc671157a3,bd177f9b-1df7-40c2-ba22-9b745dede612,b6592460-148e-4e4e-b06e-27441a14b006,IB,1,47e6e975-afd0-4a97-b4e9-f4114e45bf46
a1b3f145-7a0b-483d-881a-05147a8d6b74,6071f051-40d9-47ec-93e5-e3bc671157a3,95c71ab3-c412-4ea3-b3c1-5653e7220d01,dededa3b-1e45-43d6-bd03-4449c6dccb09,IB,0,16b194df-5b36-4548-96fe-4bfa8b628f16
efefe358-f4fd-4b25-bba8-eb3691ae40be,de67ca6b-60ad-4819-9939-d395597dd73c,3b959e59-ec60-4fe1-b4ee-be7e386d9ed0,dbdb52cd-b35d-49c9-8689-77c063acc619,CCW,0,4db105f7-ee5a-435b-afb3-1a0008eb424e
